Nombre,Factor,Categoria,Indice-H,Cantidad-articulos-ultimo,Cantidad-articulos-ultimos-tres,Enlace,ISSN,Homologacion
Journal of Inherited Metabolic Disease,1.328 ,Q2,97,144,348,https://onlinelibrary.wiley.com/journal/15732665,0141-8955/1573-2665,A2
Lung Cancer: Targets and Therapy,1.323 ,Q2,11,16,56,https://www.dovepress.com/lung-cancer-targets--therapy-journal,Sin informacion,No
Rheumatic Disease Clinics of North America,1.318 ,Q2,84,55,173,https://www.journals.elsevier.com/rheumatic-disease-clinics-of-north-america,0889-857X/1558-3163,A2
Methods in Cell Biology,1.309 ,Q2,76,120,320,http://www.elsevier.com/wps/find/bookseriesdescription.editors/BS_S679/description,Sin informacion,No
Clinical and Experimental Immunology,1.302 ,Q2,130,153,489,https://onlinelibrary.wiley.com/journal/13652249,0009-9104/1365-2249,A2
Regional Environmental Change,1.297 ,Q2,56,214,614,https://www.springer.com/journal/10113,1436-378X/1436-3798,A2
Advances in Atmospheric Sciences,1.293 ,Q2,62,103,366,https://www.springer.com/journal/376,0256-1530/1861-9533,A2
Cell Adhesion and Migration,1.293 ,Q2,53,31,157,https://www.tandfonline.com/toc/kcam20/current,1933-6918/1933-6926,A2
Microbiological Research,1.288 ,Q2,75,103,401,https://www.sciencedirect.com/journal/microbiological-research,0944-5013/1618-0623,A2
Boundary-Layer Meteorology,1.284 ,Q2,106,91,303,https://www.springer.com/journal/10546,Sin informacion,No
Breast Cancer: Basic and Clinical Research,1.282 ,Q2,22,23,60,https://journals.sagepub.com/home/bcb,Sin informacion,No
Molecular Carcinogenesis,1.277 ,Q2,94,202,586,https://onlinelibrary.wiley.com/journal/10982744,0899-1987/1098-2744,A2
Current Opinion in Oncology,1.275 ,Q2,91,92,211,https://journals.lww.com/co-oncology/pages/default.aspx,1040-8746/1531-703X,A2
American Journal of Physiology - Regulatory Integrative and Comparative Physiology,1.272 ,Q2,169,180,694,https://journals.physiology.org/journal/ajpregu,Sin informacion,No
Annals of Epidemiology,1.272 ,Q2,117,141,410,https://www.sciencedirect.com/journal/annals-of-epidemiology,1047-2797/1873-2585,A2
Molecular Medicine,1.269 ,Q2,113,63,180,https://molmed.biomedcentral.com/,1076-1551/1528-3658,A2
Translational Oncology,1.267 ,Q2,47,175,358,https://www.sciencedirect.com/journal/translational-oncology,1936-5233,A2
Virology,1.265 ,Q2,168,268,1002,https://www.journals.elsevier.com/virology,0042-6822/1089-862X,A2
Journal of Genetics and Genomics,1.263 ,Q2,52,76,256,https://www.sciencedirect.com/journal/journal-of-genetics-and-genomics,1673-8527/1873-5533,A1
Journal of Developmental Biology,1.261 ,Q2,13,18,86,https://www.mdpi.com/journal/jdb,2221-3759,A2
Journal of Experimental Psychology: Applied,1.232 ,Q2,81,73,114,https://www.apa.org/pubs/journals/xap/,Sin informacion,No
Cancer genetics,1.230 ,Q2,40,74,189,https://www.journals.elsevier.com/cancer-genetics,2210-7762/2210-7770,A2
Cytoskeleton,1.218 ,Q2,83,62,143,https://onlinelibrary.wiley.com/journal/19493592,1949-3584/1949-3592,A2
Clinical Immunology,1.217 ,Q2,119,149,555,https://www.journals.elsevier.com/clinical-immunology,1521-6616/1521-7035,A2
Frontiers in Physiology,1.211 ,Q2,86,1606,3472,https://www.frontiersin.org/journals/physiology,1664-042X,A1
Mediators of Inflammation,1.204 ,Q2,87,303,1062,http://www.hindawi.com/journals/mi/,0962-9351/1466-1861,A2
Transplant International,1.204 ,Q2,79,151,475,https://onlinelibrary.wiley.com/journal/14322277,0934-0874/1432-2277,A1
Journal of Cell Communication and Signaling,1.200 ,Q2,40,68,162,https://www.springer.com/journal/12079,1873-9601/1873-961X,A2
Neurochemistry International,1.200 ,Q2,117,254,517,https://www.journals.elsevier.com/neurochemistry-international,0197-0186/1872-9754,A2
Virus Research,1.194 ,Q2,114,228,805,https://www.journals.elsevier.com/virus-research,0168-1702/1872-7492,A2
BMC Cancer,1.186 ,Q2,122,1273,3154,https://bmccancer.biomedcentral.com/,1471-2407,A2
Anaerobe,1.172 ,Q2,71,143,457,https://www.journals.elsevier.com/anaerobe,1075-9964/1095-8274,A2
Cancer Epidemiology,1.168 ,Q2,72,173,481,https://www.sciencedirect.com/journal/cancer-epidemiology,1877-7821/1877-783X,A2
Space Weather,1.166 ,Q2,46,112,368,https://agupubs.onlinelibrary.wiley.com/journal/15427390,1542-7390,A1
Stem Cells International,1.162 ,Q2,55,370,1137,https://new.hindawi.com/journals/sci/,1687-966X/1687-9678,A2
Advances in neurobiology,1.159 ,Q2,16,31,158,https://link.springer.com/bookseries/8787,Sin informacion,No
International Journal of Oncology,1.159 ,Q2,117,305,1388,https://www.spandidos-publications.com/ijo,1019-6439/1791-2423,A2
BMC Microbiology,1.154 ,Q2,103,312,760,https://bmcmicrobiol.biomedcentral.com/,1471-2180,A2
Physiological Genomics,1.153 ,Q2,108,68,266,https://journals.physiology.org/journal/physiolgenomics,1094-8341/1531-2267,A2
Current Chemical Genomics and Translational Medicine,1.149 ,Q2,7,0,7,https://benthamopen.com/CCGTM/home/,2213-9885,A2
Progress in Brain Research,1.147 ,Q2,137,127,311,https://www.sciencedirect.com/bookseries/progress-in-brain-research,Sin informacion,No
Astroparticle Physics,1.143 ,Q2,109,54,270,https://www.journals.elsevier.com/astroparticle-physics,0927-6505/1873-2852,A2
Atmospheric Science Letters,1.142 ,Q2,43,67,218,http://www3.interscience.wiley.com/journal/106562719/home,1530-261X,A2
Clinical Breast Cancer,1.142 ,Q2,65,157,452,https://www.journals.elsevier.com/clinical-breast-cancer,1526-8209/1938-0666,A2
Journal of Cancer,1.142 ,Q2,49,728,1282,https://www.jcancer.org/,1837-9664,A2
Neurology and Therapy,1.135 ,Q2,16,51,79,https://www.springer.com/springer+healthcare/journal/40120,2193-6536/2193-8253,A2
Brain Research,1.132 ,Q2,198,523,1412,https://www.journals.elsevier.com/brain-research,0006-8993/1872-6240,A2
International Reviews of Immunology,1.132 ,Q2,64,26,96,https://www.tandfonline.com/toc/iiri20/current,0883-0185/1563-5244,A2
Experimental Cell Research,1.129 ,Q2,184,377,1117,https://www.journals.elsevier.com/experimental-cell-research,0014-4827/1090-2422,A2
BMC Molecular Biology,1.126 ,Q2,71,24,62,https://bmcmolbiol.biomedcentral.com/,1471-2199,A2
Immunity and Ageing,1.126 ,Q2,41,30,82,https://immunityageing.biomedcentral.com/,1742-4933,A2
Southern African Journal of HIV Medicine,1.124 ,Q2,17,52,32,https://sajhivmed.org.za/index.php/hivmed,1608-9693/2078-6751,A2
Endocrine,1.122 ,Q2,78,361,1058,https://www.springer.com/journal/12020,1355-008X/1559-0100,B
Epidemiology and Infection,1.122 ,Q2,106,327,1097,https://www.cambridge.org/core/journals/epidemiology-and-infection,0950-2688/1469-4409,A2
Expert Review of Anti-Infective Therapy,1.122 ,Q2,71,98,316,https://www.tandfonline.com/toc/ierz20/current,Sin informacion,No
Clinical and Experimental Rheumatology,1.121 ,Q2,91,340,1006,https://www.clinexprheumatol.org/,0392-856X/1593-098X,A2
Meteoritics and Planetary Science,1.117 ,Q2,92,187,446,https://onlinelibrary.wiley.com/journal/19455100,1086-9379/1945-5100,A2
Journal of Neuroscience Methods,1.112 ,Q2,141,295,805,https://www.sciencedirect.com/journal/journal-of-neuroscience-methods,0165-0270/1872-678X,A2
Plasmid,1.112 ,Q2,57,41,108,https://www.journals.elsevier.com/plasmid,0147-619X/1095-9890,A2
Human Microbiome Journal,1.111 ,Q2,8,17,42,https://www.journals.elsevier.com/human-microbiome-journal,2452-2317,A2
Journal of Huntington's disease,1.110 ,Q2,21,47,101,https://www.iospress.nl/journal/journal-of-huntingtons-disease/,Sin informacion,No
BMC Developmental Biology,1.109 ,Q2,72,25,79,https://bmcdevbiol.biomedcentral.com/,1471-213X,A2
Multiple Sclerosis and Demyelinating Disorders,1.108 ,Q2,2,1,2,https://msddjournal.biomedcentral.com/,2056-6115,A2
Experimental Gerontology,1.105 ,Q2,131,250,750,https://www.journals.elsevier.com/experimental-gerontology,0531-5565/1873-6815,A2
"American Journal of Medical Genetics, Part A",1.101 ,Q2,107,361,1416,https://onlinelibrary.wiley.com/journal/15524833#,Sin informacion,No
Hepatology International,1.099 ,Q2,42,91,249,https://www.springer.com/journal/12072,1936-0533/1936-0541,A1
MicrobiologyOpen,1.097 ,Q2,31,286,299,https://www.scimagojr.com/journalsearch.php?q=21100258398&tip=sid&clean=0,2045-8827,A2
Cerebellum and Ataxias,1.095 ,Q2,14,15,52,https://www.scimagojr.com/journalsearch.php?q=21100932753&tip=sid&clean=0,2053-8871,A2
Journal of Biomolecular Techniques,1.095 ,Q2,44,155,59,http://jbt.abrf.org/,1524-0215,A2
Molecular Immunology,1.092 ,Q2,121,294,739,http://www.elsevier.com/wps/find/journaldescription.cws_home/253/description#description,0161-5890/1872-9142,A2
Journal of Neuromuscular Diseases,1.091 ,Q2,18,50,136,https://www.iospress.nl/journal/journal-of-neuromuscular-diseases/,2214-3599/2214-3602,A2
Cellular and Molecular Biology Letters,1.089 ,Q2,48,72,119,http://www.springer.com/life+sciences/cell+biology/journal/11658,1425-8153/1689-1392,A2
Alkaloids: Chemistry and Biology,1.088 ,Q2,36,8,21,https://www.sciencedirect.com/bookseries/the-alkaloids-chemistry-and-biology,Sin informacion,No
Cognitive Research: Principles and Implications,1.087 ,Q2,11,50,134,https://www.scimagojr.com/journalsearch.php?q=21100935976&tip=sid&clean=0,Sin informacion,No
Reviews in the Neurosciences,1.087 ,Q2,71,62,188,https://www.degruyter.com/view/j/revneuro?lang=en,0334-1763/1607-8470,A2
Purinergic Signalling,1.086 ,Q2,55,50,151,http://www.springer.com/biomed/journal/11302,1573-9538/1573-9546,A2
Progress in Molecular Biology and Translational Science,1.084 ,Q2,91,119,259,https://www.elsevier.com/books/book-series/progress-in-molecular-biology-and-translational-science,Sin informacion,No
Journal of Neuroendocrinology,1.083 ,Q2,111,128,288,https://onlinelibrary.wiley.com/journal/13652826,0953-8194/1365-2826,A2
Mammalian Genome,1.082 ,Q2,95,33,178,https://www.springer.com/journal/335,0938-8990/1432-1777,A2
Brain Research Bulletin,1.079 ,Q2,125,267,616,https://www.journals.elsevier.com/brain-research-bulletin,0361-9230/1873-2747,A2
Current Alzheimer Research,1.079 ,Q2,83,115,416,https://benthamscience.com/journals/current-alzheimer-research/,1567-2050/1875-5828,A2
BMC Medical Genomics,1.078 ,Q2,58,202,285,https://bmcmedgenomics.biomedcentral.com/,1755-8794,A2
Journal of Periodontal Research,1.078 ,Q2,79,82,298,https://onlinelibrary.wiley.com/journal/16000765,0022-3484/1600-0765,A1
Clinical Medicine Insights: Oncology,1.077 ,Q2,24,19,58,https://journals.sagepub.com/home/onc,Sin informacion,No
Digestive Diseases and Sciences,1.077 ,Q2,119,596,1411,https://www.springer.com/journal/10620,0163-2116/1573-2568,A2
Hepatology Research,1.077 ,Q2,71,168,514,https://onlinelibrary.wiley.com/journal/1872034x,1386-6346/1872-034X,A2
Immunology Letters,1.075 ,Q2,89,122,473,https://www.journals.elsevier.com/immunology-letters,0165-2478/1879-0542,A2
Journal of Clinical Gastroenterology,1.075 ,Q2,110,262,582,https://journals.lww.com/jcge/pages/default.aspx,0192-0790/1539-2031,A2
Development Genes and Evolution,1.074 ,Q2,73,19,98,https://www.springer.com/journal/427,0949-944X/1432-041X,A2
BMC Cell Biology,1.070 ,Q2,65,0,102,https://bmcmolcellbiol.biomedcentral.com/,1471-2121,A2
Genes and Nutrition,1.067 ,Q2,48,32,93,https://genesandnutrition.biomedcentral.com/,1555-8932/1865-3499,A1
Frontiers in Neurology,1.062 ,Q2,57,1223,1981,https://www.frontiersin.org/journals/neurology,1664-2295,A2
Nutrition,1.062 ,Q2,135,328,644,https://www.journals.elsevier.com/nutrition,0899-9007/1873-1244,A2
Supportive Care in Cancer,1.062 ,Q2,105,668,1511,https://www.springer.com/journal/520,0941-4355/1433-7339,A1
American Journal of Clinical Oncology: Cancer Clinical Trials,1.060 ,Q2,76,160,412,https://journals.lww.com/amjclinicaloncology/pages/default.aspx,Sin informacion,No
The Application of Clinical Genetics,1.060 ,Q2,29,27,57,https://www.dovepress.com/the-application-of-clinical-genetics-journal,Sin informacion,No
International Journal of Psychophysiology,1.059 ,Q2,119,155,465,https://www.journals.elsevier.com/international-journal-of-psychophysiology,0167-8760/1872-7697,A2
Parasite Immunology,1.059 ,Q2,72,63,229,https://onlinelibrary.wiley.com/journal/13653024,0141-9838/1365-3024,A2
Genes and Cancer,1.057 ,Q2,66,7,78,https://www.scimagojr.com/journalsearch.php?q=19700200884&tip=sid&clean=0,1947-6019/1947-6027,A2
Cancer Cell International,1.055 ,Q2,52,353,434,https://cancerci.biomedcentral.com/,1475-2867,A2
Behavioral Neuroscience,1.054 ,Q2,135,66,170,https://www.apa.org/pubs/journals/bne/,0735-7044/1939-0084,A2
Journal of NeuroVirology,1.051 ,Q2,82,118,310,https://www.springer.com/journal/13365,1355-0284/1538-2443,A2
Journal of Endocrinological Investigation,1.047 ,Q2,79,203,546,https://www.springer.com/medicine/journal/40618,0391-4097/1720-8386,A2
Acta Astronomica,1.046 ,Q2,56,20,75,http://acta.astrouw.edu.pl/,0001-5237,A2
Journal of Neuroimmunology,1.046 ,Q2,135,196,611,https://www.journals.elsevier.com/journal-of-neuroimmunology,0165-5728/1872-8421,A2
Virology Journal,1.045 ,Q2,76,167,651,https://virologyj.biomedcentral.com/,1743-422X,A2
Cognitive Neurodynamics,1.044 ,Q2,38,48,144,https://www.springer.com/journal/11571,1871-4080/1871-4099,A2
Scandinavian Journal of Economics,1.044 ,Q2,63,78,120,https://onlinelibrary.wiley.com/journal/14679442,0347-0520/1467-9442,A2
Journal of Physiology Paris,1.043 ,Q2,71,0,54,https://www.journals.elsevier.com/journal-of-physiology-paris,1769-7115,A2
Papillomavirus Research,1.042 ,Q2,15,56,118,https://www.journals.elsevier.com/papillomavirus-research,2405-8521,A2
Environmental Chemistry Letters,1.041 ,Q2,56,142,238,https://www.springer.com/journal/10311,1610-3653/1610-3661,A1
Frontiers in Computational Neuroscience,1.041 ,Q2,50,92,358,https://www.frontiersin.org/journals/computational-neuroscience,1662-5188,A2
Canadian Journal of Kidney Health and Disease,1.036 ,Q2,16,72,165,https://journals.sagepub.com/home/cjk,2054-3581,A2
ERS Monograph,1.035 ,Q2,6,0,21,https://books.ersjournals.com/about,Sin informacion,No
Thrombosis Research,1.035 ,Q2,105,322,1089,https://www.journals.elsevier.com/thrombosis-research,0049-3848/1879-2472,A2
Current Treatment Options in Neurology,1.034 ,Q2,41,66,156,http://www.springer.com/medicine/neurology/journal/11940,1092-8480/1534-3138,A2
Current Oncology,1.033 ,Q2,47,179,451,http://www.current-oncology.com/index.php/oncology,1198-0052,A2
Expert Review of Clinical Immunology,1.031 ,Q2,47,129,362,http://www.expert-reviews.com/loi/eci,1744-666X/1744-8409,A2
Immunology and Allergy Clinics of North America,1.031 ,Q2,61,56,195,http://www.immunology.theclinics.com/,0889-8561/1557-8607,A2
Tuberculosis,1.026 ,Q2,83,99,393,https://www.journals.elsevier.com/tuberculosis/,1472-9792/1873-281X,A2
BMC Neuroscience,1.023 ,Q2,93,66,243,http://www.biomedcentral.com/bmcneurosci/,1471-2202,A2
Cold Spring Harbor Protocols,1.021 ,Q2,44,146,606,http://cshprotocols.cshlp.org/,1559-6095/1940-3402,A2
Review of Diabetic Studies,1.021 ,Q2,37,10,35,http://www.soc-bdr.org/rds/index_en.html,1613-6071/1614-0575,A2
Economic Systems Research,1.018 ,Q2,51,42,84,https://www.tandfonline.com/loi/cesr20,0953-5314/1469-5758,A1
Differentiation,1.017 ,Q2,94,38,133,http://www.elsevier.com/wps/find/journaldescription.cws_home/717204/description#description,Sin informacion,No
European Journal of Internal Medicine,1.017 ,Q2,65,298,938,http://www.elsevier.com/wps/find/journaldescription.cws_home/620034/description#description,0953-6205/1879-0828,A1
Future Microbiology,1.017 ,Q2,75,159,449,http://www.futuremedicine.com/loi/fmb,1746-0913/1746-0921,A2
Gut and Liver,1.017 ,Q2,39,87,380,https://www.scimagojr.com/journalsearch.php?q=17700156219&tip=sid&clean=0,1976-2283/2005-1212,A2
Journal of the Endocrine Society,1.017 ,Q2,13,172,281,https://www.scimagojr.com/journalsearch.php?q=21100941739&tip=sid&clean=0,2472-1972,A2
Cambridge Journal of Economics,1.015 ,Q2,79,58,203,http://cje.oxfordjournals.org/,0309-166X/1464-3545,A2
Lupus,1.015 ,Q2,100,237,751,http://lup.sagepub.com/,0961-2033/1477-0962,A2
Microbes and Infection,1.015 ,Q2,135,75,268,http://www.elsevier.com/wps/find/journaldescription.cws_home/601557/description#description,1286-4579/1769-714X,A2
Journal of the Royal Statistical Society. Series C: Applied Statistics,1.014 ,Q2,69,82,158,http://www.wiley.com/bw/journal.asp?ref=0035-9254,Sin informacion,No
Rejuvenation Research,1.011 ,Q2,58,67,224,http://www.liebertpub.com/products/product.aspx?pid=127,1549-1684,A2
Neurodegenerative Diseases,1.010 ,Q2,55,17,121,http://content.karger.com/ProdukteDB/produkte.asp?Aktion=JournalHome&ProduktNr=229093,1660-2854/1660-2862,A2
Autoimmunity Highlights,1.009 ,Q2,18,8,36,https://autoimmunhighlights.biomedcentral.com/,2038-0305/2038-3274,A2
Neurobiology of Sleep and Circadian Rhythms,1.009 ,Q2,7,10,36,https://www.journals.elsevier.com/neurobiology-of-sleep-and-circadian-rhythms,2451-9944,A2
BMC Genetics,1.008 ,Q2,70,103,392,https://bmcgenet.biomedcentral.com/,1471-2156,A2
Journal of Neurogastroenterology and Motility,1.008 ,Q2,36,59,249,http://www.jnmjournal.org/main.html,2093-0879/2093-0887,A2
Electronic Communications in Probability,1.003 ,Q2,31,77,257,https://projecteuclid.org/euclid.ecp,1083-589X,A2
Journal of Genetic Counseling,1.003 ,Q2,50,141,423,https://onlinelibrary.wiley.com/journal/15733599,1059-7700/1573-3599,A2
World Journal of Clinical Oncology (discontinued),1.003 ,Q2,33,0,124,https://www.scimagojr.com/journalsearch.php?q=21100411340&tip=sid&clean=0,Sin informacion,No
Current Opinion in Allergy and Clinical Immunology,1.001 ,Q2,80,96,224,https://journals.lww.com/co-allergy/pages/default.aspx,1473-6322/1528-4050,A2
Brain Sciences,0.999 ,Q2,26,380,458,https://www.mdpi.com/journal/brainsci,2076-3425,A2
Genomics,0.999 ,Q2,139,223,186,https://www.sciencedirect.com/journal/genomics,0888-7543/1089-8646,A1
Beneficial microbes,0.998 ,Q2,35,80,242,https://www.scimagojr.com/journalsearch.php?q=19700201534&tip=sid&clean=0,1876-2883/1876-2891,A2
Ecological Modelling,0.997 ,Q2,148,248,893,https://www.journals.elsevier.com/ecological-modelling,0304-3800/1872-7026,A2
Journal of the Neurological Sciences,0.996 ,Q2,132,437,1832,http://www.elsevier.com/wps/find/journaldescription.cws_home/506078/description#description,0022-510X/1878-5883,A2
Regenerative Biomaterials,0.996 ,Q2,19,39,109,https://academic.oup.com/rb,2056-3418/2056-3426,A2
International Journal of Colorectal Disease,0.995 ,Q2,85,274,851,http://www.springer.com/medicine/surgery/journal/384,0179-1958/1432-1262,A2
International Gambling Studies,0.993 ,Q2,26,44,97,https://www.scimagojr.com/journalsearch.php?q=14000155911&tip=sid&clean=0,1445-9795/1479-4276,A2
CNS Spectrums,0.990 ,Q2,77,215,180,https://www.scimagojr.com/journalsearch.php?q=14386&tip=sid&clean=0,1092-8529/2165-6509,A2
AIDS Research and Human Retroviruses,0.988 ,Q2,90,166,538,http://www.liebertpub.com/products/product.aspx?pid=2,0889-2229/1931-8405,A2
Journal of Diabetes Research,0.988 ,Q2,41,238,915,https://www.hindawi.com/journals/jdr/,2314-6745/2314-6753,A2
Microbiology,0.984 ,Q2,171,126,535,http://mic.sgmjournals.org/,1350-0872/1465-2080,A2
Current Opinion in Physiology,0.983 ,Q2,8,117,105,https://www.scimagojr.com/journalsearch.php?q=21100871633&tip=sid&clean=0,2468-8673/2468-8681,A2
Current Opinion in Organ Transplantation,0.981 ,Q2,47,122,287,http://journals.lww.com/co-transplantation/pages/default.aspx,1087-2418/1531-7013,A2
Current Hematologic Malignancy Reports,0.980 ,Q2,32,64,195,http://www.springer.com/medicine/internal/journal/11899,1558-8211/1558-822X,A2
Expert Review of Proteomics,0.979 ,Q2,58,79,285,http://www.expert-reviews.com/loi/epr,1478-9450/1744-8387,A1
Journal of Eating Disorders,0.979 ,Q2,24,41,137,https://jeatdisord.biomedcentral.com/,2050-2974,A2
Journal of Policy Modeling,0.979 ,Q2,48,86,216,https://www.journals.elsevier.com/journal-of-policy-modeling/,0161-8938/1873-8060,A2
"Annals of Allergy, Asthma and Immunology",0.972 ,Q2,105,336,1011,http://www.annallergy.org/,Sin informacion,No
Chronobiology International,0.972 ,Q2,95,174,450,http://informahealthcare.com/cbi,Sin informacion,No
Economic Modelling,0.972 ,Q2,68,326,884,http://www.elsevier.com/wps/find/journaldescription.cws_home/30411/description#description,0264-9993/1873-6122,A2
Journal of Clinical Neurology (Korea,0.972 ,Q2,40,106,284,https://www.scimagojr.com/journalsearch.php?q=21100213700&tip=sid&clean=0,Sin informacion,No
Translational Medicine of Aging,0.972 ,Q2,3,20,13,https://www.scimagojr.com/journalsearch.php?q=21100967310&tip=sid&clean=0,2468-5011,A2
"Aging, Neuropsychology, and Cognition",0.971 ,Q2,55,86,142,http://www.informaworld.com/smpp/title~content=t713657683~db=all,Sin informacion,No
BMC Immunology,0.971 ,Q2,55,49,141,http://www.biomedcentral.com/bmcimmunol/,1471-2172,A2
Journal of Cellular Biochemistry,0.971 ,Q2,159,1970,1728,http://www3.interscience.wiley.com/journal/117933916/grouphome/home.html,0730-2312/1097-4644,A2
Endocrinology and Metabolism,0.968 ,Q2,25,53,224,https://e-enm.org/,2093-596X/2093-5978,A2
Theoretical and Applied Climatology,0.966 ,Q2,87,597,1015,http://www.springer.com/springerwiennewyork/geosciences/journal/704,0177-798X/1434-4483,A2
Gastroenterology Report,0.964 ,Q2,22,65,145,https://academic.oup.com/gastro,2052-0034,A2
Journal of Applied Sport Psychology,0.964 ,Q2,72,62,96,http://www.informaworld.com/smpp/title~content=t713768823~db=all,1041-3200/1533-1571,A2
Immunobiology,0.963 ,Q2,88,131,388,http://www.elsevier.com/wps/find/journaldescription.cws_home/701769/description#description,0171-2985/1878-3279,A2
Immunotherapy,0.963 ,Q2,43,153,411,https://www.futuremedicine.com/loi/imt,1750-743X/1750-7448,A2
Developmental Neuroscience,0.962 ,Q2,78,34,115,https://www.karger.com/Journal/Home/224107,0378-5866/1421-9859,A2
Epilepsy and Behavior,0.961 ,Q2,98,550,1396,https://www.sciencedirect.com/journal/epilepsy-and-behavior,1525-5050/1525-5069,A2
"Tellus, Series B: Chemical and Physical Meteorology",0.960 ,Q2,100,17,72,http://www.wiley.com/bw/journal.asp?ref=0280-6509,Sin informacion,No
Virologica Sinica,0.960 ,Q2,23,96,219,http://www.springer.com/biomed/virology/journal/12250,1674-0769/1995-820X,A2
Expert Review of Anticancer Therapy,0.959 ,Q2,65,101,394,http://www.expert-reviews.com/loi/era,1473-7140/1744-8328,A2
Journal of Mammary Gland Biology and Neoplasia,0.959 ,Q2,96,29,62,http://www.springer.com/medicine/oncology/journal/10911,1083-3021/1573-7039,A2
Muscle and Nerve,0.959 ,Q2,139,319,1125,http://www3.interscience.wiley.com/journal/32891/home,0148-639X/1097-4598,A2
BMJ Open Gastroenterology,0.958 ,Q2,16,61,119,https://bmjopengastro.bmj.com/,2054-4774,A2
Experimental Neurobiology,0.956 ,Q2,12,60,134,https://enjournal.org/,1226-2560/2093-8144,A2
Immunogenetics,0.956 ,Q2,90,59,199,http://www.springer.com/biomed/immunology/journal/251,0093-7711/1432-1211,A2
Infectious Agents and Cancer,0.955 ,Q2,32,50,165,http://www.infectagentscancer.com/,1750-9378,A2
Meditari Accountancy Research,0.954 ,Q2,19,244,91,http://emeraldgrouppublishing.com/products/journals/journals.htm?id=medar,2049-372X/2049-3738,A2
OncoTargets and Therapy,0.954 ,Q2,49,1026,2279,https://www.dovepress.com/oncotargets-and-therapy-journal,1178-6930,A2
Annals of Gastroenterology,0.953 ,Q2,28,111,335,http://www.annalsgastro.gr/index.php/annalsgastro,1108-7471/1792-7463,A2
Journal of Clinical Psychopharmacology,0.951 ,Q2,118,167,537,http://journals.lww.com/psychopharmacology/pages/default.aspx,0271-0749/1533-712X,A2
Journal of Bone Oncology,0.950 ,Q2,18,66,113,https://www.scimagojr.com/journalsearch.php?q=21100206283&tip=sid&clean=0,2212-1366/2212-1374,A2
Applied Psychology: Health and Well-Being,0.949 ,Q2,27,38,61,https://www.scimagojr.com/journalsearch.php?q=21100200437&tip=sid&clean=0,Sin informacion,No
Stress,0.949 ,Q2,76,97,204,http://informahealthcare.com/loi/sts,Sin informacion,No
