Nombre,Factor,Categoria,Indice-H,Cantidad-articulos-ultimo,Cantidad-articulos-ultimos-tres,Enlace,ISSN,Homologacion
Zeitschrift fur Sportpsychologie,0.194 ,Q4,9,23,73,https://www.hogrefe.com/de/zeitschrift/zeitschrift-fuer-sportpsychologie,1612-5010/2190-6300,C
European Journal of Physiotherapy,0.192 ,Q4,7,83,110,https://www.tandfonline.com/loi/iejp20,2167-9169/2167-9177,C
International Journal of Athletic Therapy and Training,0.192 ,Q4,15,40,150,https://journals.humankinetics.com/view/journals/ijatt/ijatt-overview.xml,2157-7285,B
Revista Brasileira de Medicina do Esporte,0.190 ,Q4,26,88,267,https://rbme.org/,1517-8692/1806-9940,C
Medicina Naturista,0.189 ,Q4,4,29,63,http://www.medicinanaturista.org/content/view/15/34/,1576-3080,B
Kinesitherapie,0.188 ,Q4,8,103,309,https://www.journals.elsevier.com/kinesitherapie-la-revue,1779-0123/2213-1566,B
"Korean Journal of Physical, Multiple and Health Disabilities",0.187 ,Q4,3,37,36,http://journal.kcpmd.net/,Sin informacion,No
Revista Andaluza de Medicina del Deporte,0.187 ,Q4,11,65,114,http://www.juntadeandalucia.es/turismoydeporte/opencms/areas/deporte/camd/revista-andaluza-de-medicina-del-deporte/,1888-7546,C
"International Journal of Therapeutic Massage and Bodywork: Research, Education, and Practice",0.183 ,Q4,12,16,43,https://www.ijtmb.org/index.php/ijtmb,Sin informacion,No
European Journal of Adapted Physical Activity,0.181 ,Q4,4,13,22,https://eujapa.upol.cz/,1803-3857,C
Sports Orthopaedics and Traumatology,0.181 ,Q4,8,47,124,https://www.journals.elsevier.com/sports-orthopaedics-and-traumatology/,0949-328X/1876-4339,C
Motricidade,0.180 ,Q4,11,11,242,https://revistas.rcaap.pt/motricidade,1646-107X/2182-2972,C
Journal of Orthopaedic and Sports Physical Therapy,0.179 ,Q4,112,73,31,https://www.jospt.org/,0190-6011/1938-1344,A1
Annals of Applied Sport Science,0.176 ,Q4,2,32,90,http://aassjournal.com/,2322-4479/2476-4981,B
Trends in Sport Sciences,0.176 ,Q4,2,23,25,http://www.tss.awf.poznan.pl/,2299-9590/2391-436X,C
Revista Cubana de Informacion en Ciencias de la Salud,0.172 ,Q4,9,36,105,http://www.acimed.sld.cu/index.php/acimed,2307-2113,B
Physiotherapy Quarterly,0.170 ,Q4,8,25,43,https://www.termedia.pl/Journal/Physiotherapy_Quarterly_span_style_font_size_0_8em_formerly_Fizjoterapia_spa_-128,2544-4395,C
Physiotherapy Practice and Research,0.169 ,Q4,7,20,46,https://www.iospress.nl/journal/physiotherapy-practice-and-research/,2213-0683/2213-0691,C
Aloma,0.166 ,Q4,2,7,11,http://www.revistaaloma.net/index.php/aloma,1138-3194/2339-9694,C
Evidence-Based Communication Assessment and Intervention,0.166 ,Q4,14,26,69,https://www.tandfonline.com/loi/tebc20,Sin informacion,No
Journal of Diagnostic Medical Sonography,0.162 ,Q4,15,75,194,https://journals.sagepub.com/home/jdm,1552-5430/8756-4793,C
Deutsche Zeitschrift fur Sportmedizin,0.160 ,Q4,19,53,66,https://www.zeitschrift-sportmedizin.de/,0344-5925,C
Medicina dello Sport,0.160 ,Q4,12,61,155,http://www.minervamedica.it/en/journals/medicina-dello-sport/index.php,0025-7826/1827-1863,C
Radiologic Technology,0.160 ,Q4,19,106,338,http://www.radiologictechnology.org/,0033-8397/1943-5657,C
International Journal of the History of Sport,0.156 ,Q4,18,85,367,https://www.tandfonline.com/toc/fhsp20/current,Sin informacion,No
Linguistics in the Netherlands,0.155 ,Q4,13,21,23,https://benjamins.com/catalog/avt,0929-7332,A2
International Journal of Therapy and Rehabilitation,0.153 ,Q4,23,61,248,https://www.magonlinelibrary.com/journal/ijtr,1741-1645/1759-779X,C
Topics in Geriatric Rehabilitation,0.153 ,Q4,25,43,122,https://journals.lww.com/topicsingeriatricrehabilitation/pages/default.aspx,0882-7524/1550-2414,C
"Hearing, Balance and Communication",0.152 ,Q4,9,47,103,https://www.tandfonline.com/loi/ihbc20,Sin informacion,No
Hong Kong Journal of Occupational Therapy,0.151 ,Q4,12,13,39,https://journals.sagepub.com/home/hjo,1569-1861/1876-4398,C
Movement and Sports Sciences - Science et Motricite,0.150 ,Q4,8,19,120,https://www.mov-sport-sciences.org/,Sin informacion,No
Fizjoterapia Polska,0.147 ,Q4,9,59,131,http://fizjoterapiapolska.pl/,1642-0136/2084-4328,C
Archivos de Medicina del Deporte,0.146 ,Q4,10,48,128,http://archivosdemedicinadeldeporte.com/revista/index.php/amd/index,0212-8799,C
Journal of Radiology Nursing,0.145 ,Q4,9,70,171,https://www.journals.elsevier.com/journal-of-radiology-nursing,1546-0843,B
Journal of Histotechnology,0.143 ,Q4,21,35,82,https://www.tandfonline.com/toc/yhis20/current,0147-8885/2046-0236,C
Medecine Nucleaire,0.141 ,Q4,9,49,159,https://www.journals.elsevier.com/medecine-nucleaire/,0928-1258/1878-6820,C
Hearing Journal,0.140 ,Q4,19,148,310,https://journals.lww.com/thehearingjournal/pages/default.aspx,0745-7472/2333-6218,C
Revista de Investigacion en Logopedia,0.136 ,Q4,5,5,29,https://revistas.ucm.es/index.php/RLOG/,2174-5218,C
Fisioterapia,0.135 ,Q4,9,47,137,https://www.journals.elsevier.com/fisioterapia,0211-5638/1578-2107,C
Physikalische Medizin Rehabilitationsmedizin Kurortmedizin,0.134 ,Q4,16,61,116,https://www.thieme.de/de/physikalische-rehabilitations-kurort-medizin/about-this-journal-151527.htm,0940-6689/1439-085X,C
Staps,0.134 ,Q4,8,25,93,http://staps.cairn.info/en/,0247-106X/1782-1568,B
Biochimica Clinica,0.133 ,Q4,9,61,160,https://www.sibioc.it/bc/index?lang=eng,0393-0564,C
Revue Francophone des Laboratoires (discontinued),0.133 ,Q4,7,0,239,https://www.em-consulte.com/revue/RFL/presentation/rfl-revue-francophone-des-laboratoires,Sin informacion,No
Digital Health,0.132 ,Q4,3,66,1,https://journals.sagepub.com/home/dhj,2055-2076,C
Revista Romana de Medicina de Laborator (discontinued),0.129 ,Q4,8,0,125,http://www.rrml.ro/,Sin informacion,No
Journal de Traumatologie du Sport,0.127 ,Q4,9,33,106,https://www.journals.elsevier.com/journal-de-traumatologie-du-sport,0762-915X/1773-0465,C
Turkish Journal of Physical Medicine and Rehabilitation,0.127 ,Q4,2,57,56,http://www.ftrdergisi.com/,2587-0823/2587-1250,C
FTR - Turkiye Fiziksel Tip ve Rehabilitasyon Dergisi,0.126 ,Q4,9,0,155,http://www.ftrdergisi.com/,Sin informacion,No
LaboratoriumsMedizin,0.125 ,Q4,15,0,111,https://www.scimagojr.com/journalsearch.php?q=27234&tip=sid&clean=0,Sin informacion,No
Logopedia e Communicazione,0.125 ,Q4,0,0,1,http://rivistedigitali.erickson.it/logopedia/en/,Sin informacion,No
Patologia Polska,0.125 ,Q4,0,10,1,https://www.scimagojr.com/journalsearch.php?q=33985&tip=sid&clean=0,Sin informacion,No
Polish Journal of Sport and Tourism,0.125 ,Q4,1,16,25,https://content.sciendo.com/view/journals/pjst/pjst-overview.xml,1899-1998/2082-8799,C
Tijdschrift voor Bedrijfs- en Verzekeringsgeneeskunde,0.125 ,Q4,3,136,521,https://www.springer.com/journal/12498,Sin informacion,No
International Journal on Disability and Human Development,0.122 ,Q4,24,2,158,https://www.scimagojr.com/journalsearch.php?q=5300152517&tip=sid&clean=0,2191-0367/2191-1231,C
"Journal of Orthopaedics, Trauma and Rehabilitation",0.122 ,Q4,5,0,97,https://us.sagepub.com/en-us/nam/journal-of-orthopaedics-trauma-and-rehabilitation/journal203633,Sin informacion,No
European Research in Telemedicine,0.121 ,Q4,10,0,39,https://www.journals.elsevier.com/european-research-in-telemedicine,Sin informacion,No
International Journal of Bioinformatics Research and Applications,0.120 ,Q4,16,21,66,https://www.inderscience.com/jhome.php?jcode=ijbra,1744-5485/1744-5493,C
OT Practice,0.120 ,Q4,8,8,305,https://www.aota.org/otpractice,1084-4902,C
Journal of Dementia Care (discontinued),0.119 ,Q4,13,0,103,https://www.journalofdementiacare.co.uk/,Sin informacion,No
Japanese Journal of Physical Fitness and Sports Medicine,0.117 ,Q4,10,41,101,http://www.jspfsm.umin.ne.jp/journal/index.htm,0039-906X,C
South African Journal of Radiology,0.117 ,Q4,2,9,47,https://sajr.org.za/index.php/sajr,1027-202X/2078-6778,C
Sport History Review,0.117 ,Q4,6,13,32,https://journals.humankinetics.com/view/journals/shr/shr-overview.xml,1087-1659/1543-2947,B
Sprache Stimme Gehor,0.117 ,Q4,11,66,126,https://www.thieme.de/de/sprache-stimme-gehoer/profil-1879.htm,0342-0477/1439-1260,C
U.S. Pharmacist,0.117 ,Q4,7,70,386,https://www.uspharmacist.com/,Sin informacion,No
ASHA Leader,0.116 ,Q4,10,152,616,https://leader.pubs.asha.org/,Sin informacion,No
European Journal of Clinical Pharmacy,0.116 ,Q4,6,42,145,http://www.farmclin.com/seccion.asp?Id=1,2385-409X,C
Clinical Kinesiology,0.114 ,Q4,12,0,12,http://www.clinicalkinesiology.net/,Sin informacion,No
Irish Journal of Occupational Therapy,0.114 ,Q4,1,8,11,https://www.emeraldgrouppublishing.com/journal/ijot,Sin informacion,No
Loquens,0.114 ,Q4,1,4,16,http://loquens.revistas.csic.es/index.php/loquens,2386-2637,B
Audiology Research,0.113 ,Q4,2,0,2,https://audiologyresearch.org/index.php/audio,Sin informacion,No
Current Tissue Engineering,0.113 ,Q4,2,0,4,http://www.currenttissueengineering.com/,Sin informacion,No
Imaging in Medicine,0.113 ,Q4,17,0,2,https://www.openaccessjournals.com/journals/imaging-in-medicine.html,1755-5205,C
Revista Cubana de Farmacia,0.113 ,Q4,8,13,116,http://www.revfarmacia.sld.cu/index.php/far/index,0034-7515/1561-2988,C
Critical Reviews in Physical and Rehabilitation Medicine,0.112 ,Q4,16,19,77,https://www.begellhouse.com/journals/critical-reviews-in-physical-and-rehabilitation-medicine.html,0896-2960/2162-6553,C
Fizyoterapi Rehabilitasyon,0.110 ,Q4,9,0,41,https://dergipark.org.tr/en/pub/tjpr,1300-8757,C
Journal of the Malta College of Pharmacy Practice,0.108 ,Q4,1,0,3,https://www.um.edu.mt/library/oar/handle/123456789/13323,Sin informacion,No
Klinichescheskaya Laboratornaya Diagnostika,0.108 ,Q4,10,118,417,https://www.scimagojr.com/journalsearch.php?q=27231&tip=sid&clean=0,Sin informacion,No
Pharmaceutical Care Espana (discontinued),0.108 ,Q4,9,0,31,https://www.pharmcareesp.com/index.php/PharmaCARE,Sin informacion,No
"Stem-, Spraak- en Taalpathologie",0.108 ,Q4,2,3,10,https://sstp.nl/,Sin informacion,No
The Australasian journal of optometry,0.108 ,Q4,1,0,3,https://onlinelibrary.wiley.com/journal/14440938,0816-4622/1444-0938,A2
Vojenske Zdravotnicke Listy,0.108 ,Q4,1,28,13,https://www.mmsl.cz/,0372-7025,C
Rivista Italiana della Medicina di Laboratorio,0.107 ,Q4,9,0,103,https://www.minervamedica.it/en/journals/medicina-laboratorio/,1825-859X,C
Australian Journal of Clinical Hypnotherapy and Hypnosis,0.106 ,Q4,5,0,5,https://www.asch.com.au/journal/,Sin informacion,No
Swiss Sports and Exercise Medicine,0.106 ,Q4,13,18,70,https://sems-journal.ch/,2297-8712,C
Assistive Technology Outcomes and Benefits,0.105 ,Q4,0,3,6,https://www.atia.org/home/at-resources/atob/,1938-7261,C
European Journal of Parenteral and Pharmaceutical Sciences,0.105 ,Q4,5,0,18,https://www.ejpps.online/,Sin informacion,No
Japan Journal of Logopedics and Phoniatrics,0.105 ,Q4,6,31,86,http://www.jslp.org/e-index.htm,0030-2813/1884-3646,C
Turkish Journal of Physiotherapy and Rehabilitation,0.105 ,Q4,1,8,21,https://dergipark.org.tr/en/pub/tjpr,2651-4451/2651-446X,C
Australian Journal of Clinical and Experimental Hypnosis,0.104 ,Q4,10,0,29,https://www.hypnosisaustralia.org.au/resources/current-journal-edition/,Sin informacion,No
Contemporary Hypnosis and Integrative Therapy,0.104 ,Q4,6,0,9,https://www.bscah.com/journal-ch-it,Sin informacion,No
Journal of Interactional Research in Communication Disorders,0.104 ,Q4,0,0,7,https://journal.equinoxpub.com/JIRCD,2040-5111/2040-512X,B
Journal of Literary and Cultural Disability Studies,0.104 ,Q4,2,29,7,https://online.liverpooluniversitypress.co.uk/loi/jlcds,1757-6458/1757-6466,C
Applied Medical Informatics,0.103 ,Q4,2,0,9,https://ami.info.umfcluj.ro/index.php/AMI,Sin informacion,No
Rehabilitacion,0.103 ,Q4,10,43,133,https://www.elsevier.es/es-revista-rehabilitacion-120,0048-7120/1578-3278,C
Revue Francophone d'Orthoptie (discontinued),0.103 ,Q4,2,0,141,https://www.journals.elsevier.com/revue-francophone-dorthoptie,Sin informacion,No
New Zealand Journal of Physiotherapy,0.102 ,Q4,1,17,18,https://pnz.org.nz/nz-journal-physiotherapy,0303-7193/2230-4886,C
Pharmaceutical Journal,0.102 ,Q4,28,0,349,https://www.pharmaceutical-journal.com/publications/the-pharmaceutical-journal/,Sin informacion,No
Zentralsterilisation - Central Service (discontinued),0.102 ,Q4,8,0,41,https://www.mhp-medien.de/en/journals/zentralsterilization/about-the-journal/,Sin informacion,No
Australian Journal of Pharmacy,0.101 ,Q4,5,13,422,https://ajp.com.au/the-australian-journal-of-pharmacy/,0311-8002,C
Clinical and Refractive Optometry,0.101 ,Q4,3,0,25,https://www.crojournal.com/,Sin informacion,No
Journal de Readaptation Medicale,0.101 ,Q4,5,0,42,https://www.sciencedirect.com/journal/journal-de-readaptation-medicale-pratique-et-formation-en-medecine-physique-et-de-readaptation,Sin informacion,No
Occupational Therapy Now,0.101 ,Q4,7,19,134,https://www.caot.ca/site/pd/OTNow?nav=sidebar,1481-5532,C
Pravention und Rehabilitation (discontinued),0.101 ,Q4,7,0,22,https://www.dustri.com/nc/de/deutschsprachige-zeitschriften/mag/praumlvention-und-rehabiliation.html,Sin informacion,No
Rigakuryoho Kagaku,0.101 ,Q4,6,143,553,https://spts.jpn.com/toukou/rigaku.html,1341-1667,C
Behavioral Healthcare,0.100 ,Q4,7,0,133,https://www.scimagojr.com/journalsearch.php?q=4600151525&tip=sid&clean=0,1931-7093/2167-9649,C
Ergotherapie und Rehabilitation,0.100 ,Q4,3,17,247,http://www.schulz-kirchner.de/ergotherapie/zeitschrift.htm,0942-8623,C
Forum Logopadie (discontinued),0.100 ,Q4,8,0,132,https://www.magzter.com/es/DE/Schulz-Kirchner/Forum-Logopadie/Health/,Sin informacion,No
Imagen Diagnostica,0.100 ,Q4,2,0,45,http://formacion.viguera.com/ojs/index.php/imagendiagnostica/,2171-9705,C
Innovations in Pharmaceutical Technology,0.100 ,Q4,7,24,110,http://www.iptonline.com/,Sin informacion,No
Perfusion (Germany),0.100 ,Q4,7,12,142,http://www.verlag-perfusion.de/perfusion.html,Sin informacion,No
Pharmacy Times,0.100 ,Q4,8,103,674,https://www.pharmacytimes.com/pressroom/pharmacy-times-launches-dynamic-new-web-site,Sin informacion,No
Revue du Podologue,0.100 ,Q4,2,59,137,https://www.em-consulte.com/revue/REVPOD/presentation/revue-du-podologue,1766-7313,C
